date,Month,Day,calender day,Day_C,Year ,item,TotalSales10
3/19/2014,3,19,Wednesday,3,2014,2,502
3/20/2014,3,20,Thursday,4,2014,2,508
3/21/2014,3,21,Friday,5,2014,2,576
3/22/2014,3,22,Saturday,6,2014,2,562
3/23/2014,3,23,Sunday,7,2014,2,566
3/24/2014,3,24,Monday,1,2014,2,401
3/25/2014,3,25,Tuesday,2,2014,2,476
3/26/2014,3,26,Wednesday,3,2014,2,509
3/27/2014,3,27,Thursday,4,2014,2,490
3/28/2014,3,28,Friday,5,2014,2,522
3/29/2014,3,29,Saturday,6,2014,2,542
3/30/2014,3,30,Sunday,7,2014,2,635
3/31/2014,3,31,Monday,1,2014,2,383
4/1/2014,4,1,Tuesday,2,2014,2,548
4/2/2014,4,2,Wednesday,3,2014,2,547
4/3/2014,4,3,Thursday,4,2014,2,596
4/4/2014,4,4,Friday,5,2014,2,573
4/5/2014,4,5,Saturday,6,2014,2,646
4/6/2014,4,6,Sunday,7,2014,2,724
4/7/2014,4,7,Monday,1,2014,2,444
4/8/2014,4,8,Tuesday,2,2014,2,553
4/9/2014,4,9,Wednesday,3,2014,2,519
4/10/2014,4,10,Thursday,4,2014,2,598
4/11/2014,4,11,Friday,5,2014,2,616
4/12/2014,4,12,Saturday,6,2014,2,739
4/13/2014,4,13,Sunday,7,2014,2,735
4/14/2014,4,14,Monday,1,2014,2,444
4/15/2014,4,15,Tuesday,2,2014,2,535
4/16/2014,4,16,Wednesday,3,2014,2,539
4/17/2014,4,17,Thursday,4,2014,2,593
4/18/2014,4,18,Friday,5,2014,2,611
4/19/2014,4,19,Saturday,6,2014,2,721
4/20/2014,4,20,Sunday,7,2014,2,752
4/21/2014,4,21,Monday,1,2014,2,448
4/22/2014,4,22,Tuesday,2,2014,2,595
4/23/2014,4,23,Wednesday,3,2014,2,577
4/24/2014,4,24,Thursday,4,2014,2,589
4/25/2014,4,25,Friday,5,2014,2,619
4/26/2014,4,26,Saturday,6,2014,2,683
4/27/2014,4,27,Sunday,7,2014,2,646
4/28/2014,4,28,Monday,1,2014,2,450
4/29/2014,4,29,Tuesday,2,2014,2,558
4/30/2014,4,30,Wednesday,3,2014,2,567
5/1/2014,5,1,Thursday,4,2014,2,613
5/2/2014,5,2,Friday,5,2014,2,693
5/3/2014,5,3,Saturday,6,2014,2,681
5/4/2014,5,4,Sunday,7,2014,2,763
5/5/2014,5,5,Monday,1,2014,2,514
5/6/2014,5,6,Tuesday,2,2014,2,638
5/7/2014,5,7,Wednesday,3,2014,2,576
5/8/2014,5,8,Thursday,4,2014,2,663
5/9/2014,5,9,Friday,5,2014,2,697
5/10/2014,5,10,Saturday,6,2014,2,670
5/11/2014,5,11,Sunday,7,2014,2,795
5/12/2014,5,12,Monday,1,2014,2,475
5/13/2014,5,13,Tuesday,2,2014,2,608
5/14/2014,5,14,Wednesday,3,2014,2,538
5/15/2014,5,15,Thursday,4,2014,2,623
5/16/2014,5,16,Friday,5,2014,2,639
5/17/2014,5,17,Saturday,6,2014,2,700
5/18/2014,5,18,Sunday,7,2014,2,763
5/19/2014,5,19,Monday,1,2014,2,506
5/20/2014,5,20,Tuesday,2,2014,2,589
5/21/2014,5,21,Wednesday,3,2014,2,618
5/22/2014,5,22,Thursday,4,2014,2,619
5/23/2014,5,23,Friday,5,2014,2,648
5/24/2014,5,24,Saturday,6,2014,2,694
5/25/2014,5,25,Sunday,7,2014,2,716
5/26/2014,5,26,Monday,1,2014,2,448
5/27/2014,5,27,Tuesday,2,2014,2,591
5/28/2014,5,28,Wednesday,3,2014,2,617
5/29/2014,5,29,Thursday,4,2014,2,609
5/30/2014,5,30,Friday,5,2014,2,674
5/31/2014,5,31,Saturday,6,2014,2,762
6/1/2014,6,1,Sunday,7,2014,2,826
6/2/2014,6,2,Monday,1,2014,2,546
6/3/2014,6,3,Tuesday,2,2014,2,636
6/4/2014,6,4,Wednesday,3,2014,2,609
6/5/2014,6,5,Thursday,4,2014,2,646
6/6/2014,6,6,Friday,5,2014,2,736
6/7/2014,6,7,Saturday,6,2014,2,725
6/8/2014,6,8,Sunday,7,2014,2,843
6/9/2014,6,9,Monday,1,2014,2,551
6/10/2014,6,10,Tuesday,2,2014,2,614
6/11/2014,6,11,Wednesday,3,2014,2,641
6/12/2014,6,12,Thursday,4,2014,2,675
6/13/2014,6,13,Friday,5,2014,2,736
6/14/2014,6,14,Saturday,6,2014,2,737
6/15/2014,6,15,Sunday,7,2014,2,759
6/16/2014,6,16,Monday,1,2014,2,506
6/17/2014,6,17,Tuesday,2,2014,2,623
6/18/2014,6,18,Wednesday,3,2014,2,642
6/19/2014,6,19,Thursday,4,2014,2,653
6/20/2014,6,20,Friday,5,2014,2,697
6/21/2014,6,21,Saturday,6,2014,2,790
6/22/2014,6,22,Sunday,7,2014,2,771
6/23/2014,6,23,Monday,1,2014,2,548
6/24/2014,6,24,Tuesday,2,2014,2,641
6/25/2014,6,25,Wednesday,3,2014,2,609
6/26/2014,6,26,Thursday,4,2014,2,664
6/27/2014,6,27,Friday,5,2014,2,744
6/28/2014,6,28,Saturday,6,2014,2,744
6/29/2014,6,29,Sunday,7,2014,2,819
6/30/2014,6,30,Monday,1,2014,2,511
7/1/2014,7,1,Tuesday,2,2014,2,690
7/2/2014,7,2,Wednesday,3,2014,2,612
7/3/2014,7,3,Thursday,4,2014,2,705
7/4/2014,7,4,Friday,5,2014,2,755
7/5/2014,7,5,Saturday,6,2014,2,800
7/6/2014,7,6,Sunday,7,2014,2,870
7/7/2014,7,7,Monday,1,2014,2,585
7/8/2014,7,8,Tuesday,2,2014,2,635
7/9/2014,7,9,Wednesday,3,2014,2,678
7/10/2014,7,10,Thursday,4,2014,2,676
7/11/2014,7,11,Friday,5,2014,2,691
7/12/2014,7,12,Saturday,6,2014,2,842
7/13/2014,7,13,Sunday,7,2014,2,853
7/14/2014,7,14,Monday,1,2014,2,523
7/15/2014,7,15,Tuesday,2,2014,2,681
7/16/2014,7,16,Wednesday,3,2014,2,623
7/17/2014,7,17,Thursday,4,2014,2,718
7/18/2014,7,18,Friday,5,2014,2,831
7/19/2014,7,19,Saturday,6,2014,2,740
7/20/2014,7,20,Sunday,7,2014,2,861
7/21/2014,7,21,Monday,1,2014,2,599
7/22/2014,7,22,Tuesday,2,2014,2,645
7/23/2014,7,23,Wednesday,3,2014,2,687
7/24/2014,7,24,Thursday,4,2014,2,739
7/25/2014,7,25,Friday,5,2014,2,773
7/26/2014,7,26,Saturday,6,2014,2,804
7/27/2014,7,27,Sunday,7,2014,2,896
7/28/2014,7,28,Monday,1,2014,2,583
7/29/2014,7,29,Tuesday,2,2014,2,653
7/30/2014,7,30,Wednesday,3,2014,2,628
7/31/2014,7,31,Thursday,4,2014,2,752
8/1/2014,8,1,Friday,5,2014,2,628
8/2/2014,8,2,Saturday,6,2014,2,726
8/3/2014,8,3,Sunday,7,2014,2,764
8/4/2014,8,4,Monday,1,2014,2,518
8/5/2014,8,5,Tuesday,2,2014,2,548
8/6/2014,8,6,Wednesday,3,2014,2,604
8/7/2014,8,7,Thursday,4,2014,2,623
8/8/2014,8,8,Friday,5,2014,2,645
8/9/2014,8,9,Saturday,6,2014,2,704
8/10/2014,8,10,Sunday,7,2014,2,724
8/11/2014,8,11,Monday,1,2014,2,506
8/12/2014,8,12,Tuesday,2,2014,2,590
8/13/2014,8,13,Wednesday,3,2014,2,611
8/14/2014,8,14,Thursday,4,2014,2,625
8/15/2014,8,15,Friday,5,2014,2,672
8/16/2014,8,16,Saturday,6,2014,2,671
8/17/2014,8,17,Sunday,7,2014,2,718
8/18/2014,8,18,Monday,1,2014,2,515
8/19/2014,8,19,Tuesday,2,2014,2,574
8/20/2014,8,20,Wednesday,3,2014,2,569
8/21/2014,8,21,Thursday,4,2014,2,659
8/22/2014,8,22,Friday,5,2014,2,674
8/23/2014,8,23,Saturday,6,2014,2,689
8/24/2014,8,24,Sunday,7,2014,2,773
8/25/2014,8,25,Monday,1,2014,2,503
8/26/2014,8,26,Tuesday,2,2014,2,582
8/27/2014,8,27,Wednesday,3,2014,2,614
8/28/2014,8,28,Thursday,4,2014,2,589
8/29/2014,8,29,Friday,5,2014,2,649
8/30/2014,8,30,Saturday,6,2014,2,707
8/31/2014,8,31,Sunday,7,2014,2,740
9/1/2014,9,1,Monday,1,2014,2,501
9/2/2014,9,2,Tuesday,2,2014,2,534
9/3/2014,9,3,Wednesday,3,2014,2,545
9/4/2014,9,4,Thursday,4,2014,2,560
9/5/2014,9,5,Friday,5,2014,2,630
9/6/2014,9,6,Saturday,6,2014,2,690
9/7/2014,9,7,Sunday,7,2014,2,704
9/8/2014,9,8,Monday,1,2014,2,496
9/9/2014,9,9,Tuesday,2,2014,2,526
9/10/2014,9,10,Wednesday,3,2014,2,577
9/11/2014,9,11,Thursday,4,2014,2,536
9/12/2014,9,12,Friday,5,2014,2,588
9/13/2014,9,13,Saturday,6,2014,2,640
9/14/2014,9,14,Sunday,7,2014,2,679
9/15/2014,9,15,Monday,1,2014,2,432
9/16/2014,9,16,Tuesday,2,2014,2,563
9/17/2014,9,17,Wednesday,3,2014,2,559
9/18/2014,9,18,Thursday,4,2014,2,592
9/19/2014,9,19,Friday,5,2014,2,710
9/20/2014,9,20,Saturday,6,2014,2,676
9/21/2014,9,21,Sunday,7,2014,2,671
9/22/2014,9,22,Monday,1,2014,2,451
9/23/2014,9,23,Tuesday,2,2014,2,562
9/24/2014,9,24,Wednesday,3,2014,2,604
9/25/2014,9,25,Thursday,4,2014,2,586
9/26/2014,9,26,Friday,5,2014,2,653
9/27/2014,9,27,Saturday,6,2014,2,620
9/28/2014,9,28,Sunday,7,2014,2,695
9/29/2014,9,29,Monday,1,2014,2,446
9/30/2014,9,30,Tuesday,2,2014,2,552
10/1/2014,10,1,Wednesday,3,2014,2,525
10/2/2014,10,2,Thursday,4,2014,2,523
10/3/2014,10,3,Friday,5,2014,2,575
10/4/2014,10,4,Saturday,6,2014,2,581
10/5/2014,10,5,Sunday,7,2014,2,661
10/6/2014,10,6,Monday,1,2014,2,417
10/7/2014,10,7,Tuesday,2,2014,2,466
10/8/2014,10,8,Wednesday,3,2014,2,518
10/9/2014,10,9,Thursday,4,2014,2,541
10/10/2014,10,10,Friday,5,2014,2,548
10/11/2014,10,11,Saturday,6,2014,2,613
10/12/2014,10,12,Sunday,7,2014,2,643
10/13/2014,10,13,Monday,1,2014,2,475
10/14/2014,10,14,Tuesday,2,2014,2,514
10/15/2014,10,15,Wednesday,3,2014,2,525
10/16/2014,10,16,Thursday,4,2014,2,538
10/17/2014,10,17,Friday,5,2014,2,567
10/18/2014,10,18,Saturday,6,2014,2,579
10/19/2014,10,19,Sunday,7,2014,2,620
10/20/2014,10,20,Monday,1,2014,2,448
10/21/2014,10,21,Tuesday,2,2014,2,539
10/22/2014,10,22,Wednesday,3,2014,2,519
10/23/2014,10,23,Thursday,4,2014,2,505
10/24/2014,10,24,Friday,5,2014,2,626
10/25/2014,10,25,Saturday,6,2014,2,649
10/26/2014,10,26,Sunday,7,2014,2,658
10/27/2014,10,27,Monday,1,2014,2,410
10/28/2014,10,28,Tuesday,2,2014,2,486
10/29/2014,10,29,Wednesday,3,2014,2,496
10/30/2014,10,30,Thursday,4,2014,2,526
10/31/2014,10,31,Friday,5,2014,2,607
11/1/2014,11,1,Saturday,6,2014,2,654
11/2/2014,11,2,Sunday,7,2014,2,731
11/3/2014,11,3,Monday,1,2014,2,450
11/4/2014,11,4,Tuesday,2,2014,2,569
11/5/2014,11,5,Wednesday,3,2014,2,566
11/6/2014,11,6,Thursday,4,2014,2,555
11/7/2014,11,7,Friday,5,2014,2,639
11/8/2014,11,8,Saturday,6,2014,2,666
11/9/2014,11,9,Sunday,7,2014,2,673
11/10/2014,11,10,Monday,1,2014,2,457
11/11/2014,11,11,Tuesday,2,2014,2,544
11/12/2014,11,12,Wednesday,3,2014,2,546
11/13/2014,11,13,Thursday,4,2014,2,577
11/14/2014,11,14,Friday,5,2014,2,625
11/15/2014,11,15,Saturday,6,2014,2,653
11/16/2014,11,16,Sunday,7,2014,2,717
11/17/2014,11,17,Monday,1,2014,2,450
11/18/2014,11,18,Tuesday,2,2014,2,561
11/19/2014,11,19,Wednesday,3,2014,2,519
11/20/2014,11,20,Thursday,4,2014,2,562
11/21/2014,11,21,Friday,5,2014,2,606
11/22/2014,11,22,Saturday,6,2014,2,611
11/23/2014,11,23,Sunday,7,2014,2,669
11/24/2014,11,24,Monday,1,2014,2,494
11/25/2014,11,25,Tuesday,2,2014,2,512
11/26/2014,11,26,Wednesday,3,2014,2,531
11/27/2014,11,27,Thursday,4,2014,2,581
11/28/2014,11,28,Friday,5,2014,2,637
11/29/2014,11,29,Saturday,6,2014,2,632
11/30/2014,11,30,Sunday,7,2014,2,692
12/1/2014,12,1,Monday,1,2014,2,319
12/2/2014,12,2,Tuesday,2,2014,2,400
12/3/2014,12,3,Wednesday,3,2014,2,409
12/4/2014,12,4,Thursday,4,2014,2,401
12/5/2014,12,5,Friday,5,2014,2,489
12/6/2014,12,6,Saturday,6,2014,2,481
12/7/2014,12,7,Sunday,7,2014,2,520
12/8/2014,12,8,Monday,1,2014,2,355
12/9/2014,12,9,Tuesday,2,2014,2,420
12/10/2014,12,10,Wednesday,3,2014,2,412
12/11/2014,12,11,Thursday,4,2014,2,426
12/12/2014,12,12,Friday,5,2014,2,430
12/13/2014,12,13,Saturday,6,2014,2,493
12/14/2014,12,14,Sunday,7,2014,2,485
12/15/2014,12,15,Monday,1,2014,2,327
12/16/2014,12,16,Tuesday,2,2014,2,410
12/17/2014,12,17,Wednesday,3,2014,2,380
12/18/2014,12,18,Thursday,4,2014,2,392
12/19/2014,12,19,Friday,5,2014,2,439
12/20/2014,12,20,Saturday,6,2014,2,482
12/21/2014,12,21,Sunday,7,2014,2,501
12/22/2014,12,22,Monday,1,2014,2,317
12/23/2014,12,23,Tuesday,2,2014,2,423
12/24/2014,12,24,Wednesday,3,2014,2,374
12/25/2014,12,25,Thursday,4,2014,2,426
12/26/2014,12,26,Friday,5,2014,2,474
12/27/2014,12,27,Saturday,6,2014,2,499
12/28/2014,12,28,Sunday,7,2014,2,478
12/29/2014,12,29,Monday,1,2014,2,340
12/30/2014,12,30,Tuesday,2,2014,2,397
12/31/2014,12,31,Wednesday,3,2014,2,454
1/1/2015,1,1,Thursday,4,2015,2,399
1/2/2015,1,2,Friday,5,2015,2,426
1/3/2015,1,3,Saturday,6,2015,2,455
1/4/2015,1,4,Sunday,7,2015,2,492
1/5/2015,1,5,Monday,1,2015,2,305
1/6/2015,1,6,Tuesday,2,2015,2,374
1/7/2015,1,7,Wednesday,3,2015,2,366
1/8/2015,1,8,Thursday,4,2015,2,428
1/9/2015,1,9,Friday,5,2015,2,418
1/10/2015,1,10,Saturday,6,2015,2,459
1/11/2015,1,11,Sunday,7,2015,2,467
1/12/2015,1,12,Monday,1,2015,2,293
1/13/2015,1,13,Tuesday,2,2015,2,364
1/14/2015,1,14,Wednesday,3,2015,2,386
1/15/2015,1,15,Thursday,4,2015,2,397
1/16/2015,1,16,Friday,5,2015,2,416
1/17/2015,1,17,Saturday,6,2015,2,430
1/18/2015,1,18,Sunday,7,2015,2,487
1/19/2015,1,19,Monday,1,2015,2,339
1/20/2015,1,20,Tuesday,2,2015,2,395
1/21/2015,1,21,Wednesday,3,2015,2,379
1/22/2015,1,22,Thursday,4,2015,2,402
1/23/2015,1,23,Friday,5,2015,2,411
1/24/2015,1,24,Saturday,6,2015,2,450
1/25/2015,1,25,Sunday,7,2015,2,452
1/26/2015,1,26,Monday,1,2015,2,362
1/27/2015,1,27,Tuesday,2,2015,2,369
1/28/2015,1,28,Wednesday,3,2015,2,371
1/29/2015,1,29,Thursday,4,2015,2,388
1/30/2015,1,30,Friday,5,2015,2,411
1/31/2015,1,31,Saturday,6,2015,2,420
2/1/2015,2,1,Sunday,7,2015,2,541
2/2/2015,2,2,Monday,1,2015,2,336
2/3/2015,2,3,Tuesday,2,2015,2,436
2/4/2015,2,4,Wednesday,3,2015,2,418
2/5/2015,2,5,Thursday,4,2015,2,435
2/6/2015,2,6,Friday,5,2015,2,446
2/7/2015,2,7,Saturday,6,2015,2,490
2/8/2015,2,8,Sunday,7,2015,2,533
2/9/2015,2,9,Monday,1,2015,2,355
2/10/2015,2,10,Tuesday,2,2015,2,428
2/11/2015,2,11,Wednesday,3,2015,2,402
2/12/2015,2,12,Thursday,4,2015,2,436
2/13/2015,2,13,Friday,5,2015,2,459
2/14/2015,2,14,Saturday,6,2015,2,489
2/15/2015,2,15,Sunday,7,2015,2,544
2/16/2015,2,16,Monday,1,2015,2,349
2/17/2015,2,17,Tuesday,2,2015,2,404
2/18/2015,2,18,Wednesday,3,2015,2,404
2/19/2015,2,19,Thursday,4,2015,2,418
2/20/2015,2,20,Friday,5,2015,2,477
2/21/2015,2,21,Saturday,6,2015,2,491
2/22/2015,2,22,Sunday,7,2015,2,522
2/23/2015,2,23,Monday,1,2015,2,358
2/24/2015,2,24,Tuesday,2,2015,2,408
2/25/2015,2,25,Wednesday,3,2015,2,386
2/26/2015,2,26,Thursday,4,2015,2,425
2/27/2015,2,27,Friday,5,2015,2,490
2/28/2015,2,28,Saturday,6,2015,2,432
3/1/2015,3,1,Sunday,7,2015,2,676
3/2/2015,3,2,Monday,1,2015,2,423
3/3/2015,3,3,Tuesday,2,2015,2,465
3/4/2015,3,4,Wednesday,3,2015,2,467
3/5/2015,3,5,Thursday,4,2015,2,552
3/6/2015,3,6,Friday,5,2015,2,580
3/7/2015,3,7,Saturday,6,2015,2,618
3/8/2015,3,8,Sunday,7,2015,2,644
3/9/2015,3,9,Monday,1,2015,2,424
3/10/2015,3,10,Tuesday,2,2015,2,482
3/11/2015,3,11,Wednesday,3,2015,2,455
3/12/2015,3,12,Thursday,4,2015,2,511
3/13/2015,3,13,Friday,5,2015,2,545
3/14/2015,3,14,Saturday,6,2015,2,559
3/15/2015,3,15,Sunday,7,2015,2,654
3/16/2015,3,16,Monday,1,2015,2,449
3/17/2015,3,17,Tuesday,2,2015,2,478
3/18/2015,3,18,Wednesday,3,2015,2,497
3/19/2015,3,19,Thursday,4,2015,2,521
3/20/2015,3,20,Friday,5,2015,2,594
3/21/2015,3,21,Saturday,6,2015,2,563
3/22/2015,3,22,Sunday,7,2015,2,632
3/23/2015,3,23,Monday,1,2015,2,418
3/24/2015,3,24,Tuesday,2,2015,2,488
3/25/2015,3,25,Wednesday,3,2015,2,504
3/26/2015,3,26,Thursday,4,2015,2,531
3/27/2015,3,27,Friday,5,2015,2,548
3/28/2015,3,28,Saturday,6,2015,2,605
3/29/2015,3,29,Sunday,7,2015,2,642
3/30/2015,3,30,Monday,1,2015,2,381
3/31/2015,3,31,Tuesday,2,2015,2,462
4/1/2015,4,1,Wednesday,3,2015,2,557
4/2/2015,4,2,Thursday,4,2015,2,607
4/3/2015,4,3,Friday,5,2015,2,685
4/4/2015,4,4,Saturday,6,2015,2,716
4/5/2015,4,5,Sunday,7,2015,2,745
4/6/2015,4,6,Monday,1,2015,2,467
4/7/2015,4,7,Tuesday,2,2015,2,585
4/8/2015,4,8,Wednesday,3,2015,2,531
4/9/2015,4,9,Thursday,4,2015,2,595
4/10/2015,4,10,Friday,5,2015,2,641
4/11/2015,4,11,Saturday,6,2015,2,699
4/12/2015,4,12,Sunday,7,2015,2,707
4/13/2015,4,13,Monday,1,2015,2,485
4/14/2015,4,14,Tuesday,2,2015,2,535
4/15/2015,4,15,Wednesday,3,2015,2,542
4/16/2015,4,16,Thursday,4,2015,2,642
4/17/2015,4,17,Friday,5,2015,2,665
4/18/2015,4,18,Saturday,6,2015,2,674
4/19/2015,4,19,Sunday,7,2015,2,767
4/20/2015,4,20,Monday,1,2015,2,489
4/21/2015,4,21,Tuesday,2,2015,2,572
4/22/2015,4,22,Wednesday,3,2015,2,535
4/23/2015,4,23,Thursday,4,2015,2,624
4/24/2015,4,24,Friday,5,2015,2,611
4/25/2015,4,25,Saturday,6,2015,2,720
4/26/2015,4,26,Sunday,7,2015,2,770
4/27/2015,4,27,Monday,1,2015,2,493
4/28/2015,4,28,Tuesday,2,2015,2,577
4/29/2015,4,29,Wednesday,3,2015,2,567
4/30/2015,4,30,Thursday,4,2015,2,598
5/1/2015,5,1,Friday,5,2015,2,728
5/2/2015,5,2,Saturday,6,2015,2,704
5/3/2015,5,3,Sunday,7,2015,2,779
5/4/2015,5,4,Monday,1,2015,2,527
5/5/2015,5,5,Tuesday,2,2015,2,592
5/6/2015,5,6,Wednesday,3,2015,2,608
5/7/2015,5,7,Thursday,4,2015,2,731
5/8/2015,5,8,Friday,5,2015,2,679
5/9/2015,5,9,Saturday,6,2015,2,718
5/10/2015,5,10,Sunday,7,2015,2,802
5/11/2015,5,11,Monday,1,2015,2,525
5/12/2015,5,12,Tuesday,2,2015,2,623
5/13/2015,5,13,Wednesday,3,2015,2,608
5/14/2015,5,14,Thursday,4,2015,2,652
5/15/2015,5,15,Friday,5,2015,2,693
5/16/2015,5,16,Saturday,6,2015,2,800
5/17/2015,5,17,Sunday,7,2015,2,735
5/18/2015,5,18,Monday,1,2015,2,565
5/19/2015,5,19,Tuesday,2,2015,2,643
5/20/2015,5,20,Wednesday,3,2015,2,649
5/21/2015,5,21,Thursday,4,2015,2,635
5/22/2015,5,22,Friday,5,2015,2,714
5/23/2015,5,23,Saturday,6,2015,2,731
5/24/2015,5,24,Sunday,7,2015,2,795
5/25/2015,5,25,Monday,1,2015,2,502
5/26/2015,5,26,Tuesday,2,2015,2,624
5/27/2015,5,27,Wednesday,3,2015,2,604
5/28/2015,5,28,Thursday,4,2015,2,685
5/29/2015,5,29,Friday,5,2015,2,704
5/30/2015,5,30,Saturday,6,2015,2,749
5/31/2015,5,31,Sunday,7,2015,2,818
6/1/2015,6,1,Monday,1,2015,2,522
6/2/2015,6,2,Tuesday,2,2015,2,637
6/3/2015,6,3,Wednesday,3,2015,2,695
6/4/2015,6,4,Thursday,4,2015,2,718
6/5/2015,6,5,Friday,5,2015,2,776
6/6/2015,6,6,Saturday,6,2015,2,840
6/7/2015,6,7,Sunday,7,2015,2,819
6/8/2015,6,8,Monday,1,2015,2,554
6/9/2015,6,9,Tuesday,2,2015,2,633
6/10/2015,6,10,Wednesday,3,2015,2,658
6/11/2015,6,11,Thursday,4,2015,2,699
6/12/2015,6,12,Friday,5,2015,2,731
6/13/2015,6,13,Saturday,6,2015,2,791
6/14/2015,6,14,Sunday,7,2015,2,837
6/15/2015,6,15,Monday,1,2015,2,565
6/16/2015,6,16,Tuesday,2,2015,2,604
6/17/2015,6,17,Wednesday,3,2015,2,641
6/18/2015,6,18,Thursday,4,2015,2,679
6/19/2015,6,19,Friday,5,2015,2,762
6/20/2015,6,20,Saturday,6,2015,2,770
6/21/2015,6,21,Sunday,7,2015,2,860
6/22/2015,6,22,Monday,1,2015,2,544
6/23/2015,6,23,Tuesday,2,2015,2,646
6/24/2015,6,24,Wednesday,3,2015,2,645
6/25/2015,6,25,Thursday,4,2015,2,717
6/26/2015,6,26,Friday,5,2015,2,714
6/27/2015,6,27,Saturday,6,2015,2,777
6/28/2015,6,28,Sunday,7,2015,2,814
6/29/2015,6,29,Monday,1,2015,2,588
6/30/2015,6,30,Tuesday,2,2015,2,693
7/1/2015,7,1,Wednesday,3,2015,2,643
7/2/2015,7,2,Thursday,4,2015,2,755
7/3/2015,7,3,Friday,5,2015,2,770
7/4/2015,7,4,Saturday,6,2015,2,869
7/5/2015,7,5,Sunday,7,2015,2,912
7/6/2015,7,6,Monday,1,2015,2,578
7/7/2015,7,7,Tuesday,2,2015,2,685
7/8/2015,7,8,Wednesday,3,2015,2,619
7/9/2015,7,9,Thursday,4,2015,2,734
7/10/2015,7,10,Friday,5,2015,2,790
7/11/2015,7,11,Saturday,6,2015,2,855
7/12/2015,7,12,Sunday,7,2015,2,863
7/13/2015,7,13,Monday,1,2015,2,561
7/14/2015,7,14,Tuesday,2,2015,2,686
7/15/2015,7,15,Wednesday,3,2015,2,708
7/16/2015,7,16,Thursday,4,2015,2,738
7/17/2015,7,17,Friday,5,2015,2,794
7/18/2015,7,18,Saturday,6,2015,2,771
7/19/2015,7,19,Sunday,7,2015,2,877
7/20/2015,7,20,Monday,1,2015,2,586
7/21/2015,7,21,Tuesday,2,2015,2,694
7/22/2015,7,22,Wednesday,3,2015,2,673
7/23/2015,7,23,Thursday,4,2015,2,726
7/24/2015,7,24,Friday,5,2015,2,778
7/25/2015,7,25,Saturday,6,2015,2,823
7/26/2015,7,26,Sunday,7,2015,2,868
7/27/2015,7,27,Monday,1,2015,2,614
7/28/2015,7,28,Tuesday,2,2015,2,691
7/29/2015,7,29,Wednesday,3,2015,2,685
7/30/2015,7,30,Thursday,4,2015,2,752
7/31/2015,7,31,Friday,5,2015,2,772
8/1/2015,8,1,Saturday,6,2015,2,723
8/2/2015,8,2,Sunday,7,2015,2,809
8/3/2015,8,3,Monday,1,2015,2,546
8/4/2015,8,4,Tuesday,2,2015,2,613
8/5/2015,8,5,Wednesday,3,2015,2,597
8/6/2015,8,6,Thursday,4,2015,2,650
8/7/2015,8,7,Friday,5,2015,2,712
8/8/2015,8,8,Saturday,6,2015,2,792
8/9/2015,8,9,Sunday,7,2015,2,793
8/10/2015,8,10,Monday,1,2015,2,504
8/11/2015,8,11,Tuesday,2,2015,2,619
8/12/2015,8,12,Wednesday,3,2015,2,641
8/13/2015,8,13,Thursday,4,2015,2,675
8/14/2015,8,14,Friday,5,2015,2,698
8/15/2015,8,15,Saturday,6,2015,2,690
8/16/2015,8,16,Sunday,7,2015,2,791
8/17/2015,8,17,Monday,1,2015,2,523
8/18/2015,8,18,Tuesday,2,2015,2,657
8/19/2015,8,19,Wednesday,3,2015,2,644
8/20/2015,8,20,Thursday,4,2015,2,617
8/21/2015,8,21,Friday,5,2015,2,747
8/22/2015,8,22,Saturday,6,2015,2,763
8/23/2015,8,23,Sunday,7,2015,2,798
8/24/2015,8,24,Monday,1,2015,2,515
8/25/2015,8,25,Tuesday,2,2015,2,603
8/26/2015,8,26,Wednesday,3,2015,2,607
8/27/2015,8,27,Thursday,4,2015,2,713
8/28/2015,8,28,Friday,5,2015,2,707
8/29/2015,8,29,Saturday,6,2015,2,731
8/30/2015,8,30,Sunday,7,2015,2,816
8/31/2015,8,31,Monday,1,2015,2,551
9/1/2015,9,1,Tuesday,2,2015,2,582
9/2/2015,9,2,Wednesday,3,2015,2,521
9/3/2015,9,3,Thursday,4,2015,2,625
9/4/2015,9,4,Friday,5,2015,2,668
9/5/2015,9,5,Saturday,6,2015,2,725
9/6/2015,9,6,Sunday,7,2015,2,712
9/7/2015,9,7,Monday,1,2015,2,519
9/8/2015,9,8,Tuesday,2,2015,2,596
9/9/2015,9,9,Wednesday,3,2015,2,531
9/10/2015,9,10,Thursday,4,2015,2,597
9/11/2015,9,11,Friday,5,2015,2,651
9/12/2015,9,12,Saturday,6,2015,2,696
9/13/2015,9,13,Sunday,7,2015,2,758
9/14/2015,9,14,Monday,1,2015,2,504
9/15/2015,9,15,Tuesday,2,2015,2,542
9/16/2015,9,16,Wednesday,3,2015,2,555
9/17/2015,9,17,Thursday,4,2015,2,634
9/18/2015,9,18,Friday,5,2015,2,687
9/19/2015,9,19,Saturday,6,2015,2,675
9/20/2015,9,20,Sunday,7,2015,2,722
9/21/2015,9,21,Monday,1,2015,2,507
9/22/2015,9,22,Tuesday,2,2015,2,571
9/23/2015,9,23,Wednesday,3,2015,2,570
9/24/2015,9,24,Thursday,4,2015,2,628
9/25/2015,9,25,Friday,5,2015,2,628
9/26/2015,9,26,Saturday,6,2015,2,734
9/27/2015,9,27,Sunday,7,2015,2,749
