sn,date,Month,Day,calender day,Day_C,Year ,item,Month_1,Month_2,Month_3,Month_4,Month_5,Month_6,Month_7,Month_8,Month_9,Month_10,Month_11,Month_12,Day_C_1,Day_C_2,Day_C_3,Day_C_4,Day_C_5,Day_C_6,Day_C_7,4 days,3 days,2 days,1 day,TotalSales
2062,8/25/2013,8,25,Sunday,7,2013,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,529,558,582,656,628
2063,8/26/2013,8,26,Monday,1,2013,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,558,582,656,628,428
2064,8/27/2013,8,27,Tuesday,2,2013,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,582,656,628,428,521
2065,8/28/2013,8,28,Wednesday,3,2013,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,656,628,428,521,518
2066,8/29/2013,8,29,Thursday,4,2013,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,628,428,521,518,506
2067,8/30/2013,8,30,Friday,5,2013,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,428,521,518,506,595
2068,8/31/2013,8,31,Saturday,6,2013,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,521,518,506,595,639
2069,9/1/2013,9,1,Sunday,7,2013,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,518,506,595,639,609
2070,9/2/2013,9,2,Monday,1,2013,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,506,595,639,609,419
2071,9/3/2013,9,3,Tuesday,2,2013,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,595,639,609,419,445
2072,9/4/2013,9,4,Wednesday,3,2013,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,639,609,419,445,441
2073,9/5/2013,9,5,Thursday,4,2013,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,609,419,445,441,488
2074,9/6/2013,9,6,Friday,5,2013,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,419,445,441,488,579
2075,9/7/2013,9,7,Saturday,6,2013,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,445,441,488,579,581
2076,9/8/2013,9,8,Sunday,7,2013,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,441,488,579,581,588
2077,9/9/2013,9,9,Monday,1,2013,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,488,579,581,588,400
2078,9/10/2013,9,10,Tuesday,2,2013,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,579,581,588,400,431
2079,9/11/2013,9,11,Wednesday,3,2013,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,581,588,400,431,530
2080,9/12/2013,9,12,Thursday,4,2013,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,588,400,431,530,545
2081,9/13/2013,9,13,Friday,5,2013,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,400,431,530,545,530
2082,9/14/2013,9,14,Saturday,6,2013,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,431,530,545,530,573
2083,9/15/2013,9,15,Sunday,7,2013,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,530,545,530,573,571
2084,9/16/2013,9,16,Monday,1,2013,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,545,530,573,571,432
2085,9/17/2013,9,17,Tuesday,2,2013,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,530,573,571,432,466
2086,9/18/2013,9,18,Wednesday,3,2013,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,573,571,432,466,521
2087,9/19/2013,9,19,Thursday,4,2013,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,571,432,466,521,504
2088,9/20/2013,9,20,Friday,5,2013,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,432,466,521,504,517
2089,9/21/2013,9,21,Saturday,6,2013,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,466,521,504,517,580
2090,9/22/2013,9,22,Sunday,7,2013,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,521,504,517,580,664
2091,9/23/2013,9,23,Monday,1,2013,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,504,517,580,664,416
2092,9/24/2013,9,24,Tuesday,2,2013,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,517,580,664,416,485
2093,9/25/2013,9,25,Wednesday,3,2013,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,580,664,416,485,457
2094,9/26/2013,9,26,Thursday,4,2013,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,664,416,485,457,500
2095,9/27/2013,9,27,Friday,5,2013,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,416,485,457,500,550
2096,9/28/2013,9,28,Saturday,6,2013,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,485,457,500,550,538
2097,9/29/2013,9,29,Sunday,7,2013,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,457,500,550,538,589
2098,9/30/2013,9,30,Monday,1,2013,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,500,550,538,589,384
2099,10/1/2013,10,1,Tuesday,2,2013,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,550,538,589,384,452
2100,10/2/2013,10,2,Wednesday,3,2013,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,538,589,384,452,477
2101,10/3/2013,10,3,Thursday,4,2013,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,589,384,452,477,487
2102,10/4/2013,10,4,Friday,5,2013,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,384,452,477,487,490
2103,10/5/2013,10,5,Saturday,6,2013,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,452,477,487,490,548
2104,10/6/2013,10,6,Sunday,7,2013,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,477,487,490,548,568
2105,10/7/2013,10,7,Monday,1,2013,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,487,490,548,568,401
2106,10/8/2013,10,8,Tuesday,2,2013,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,490,548,568,401,422
2107,10/9/2013,10,9,Wednesday,3,2013,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,548,568,401,422,437
2108,10/10/2013,10,10,Thursday,4,2013,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,568,401,422,437,511
2109,10/11/2013,10,11,Friday,5,2013,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,401,422,437,511,505
2110,10/12/2013,10,12,Saturday,6,2013,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,422,437,511,505,556
2111,10/13/2013,10,13,Sunday,7,2013,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,437,511,505,556,529
2112,10/14/2013,10,14,Monday,1,2013,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,511,505,556,529,340
2113,10/15/2013,10,15,Tuesday,2,2013,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,505,556,529,340,450
2114,10/16/2013,10,16,Wednesday,3,2013,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,556,529,340,450,420
2115,10/17/2013,10,17,Thursday,4,2013,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,529,340,450,420,498
2116,10/18/2013,10,18,Friday,5,2013,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,340,450,420,498,505
2117,10/19/2013,10,19,Saturday,6,2013,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,450,420,498,505,542
2118,10/20/2013,10,20,Sunday,7,2013,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,420,498,505,542,518
2119,10/21/2013,10,21,Monday,1,2013,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,498,505,542,518,399
2120,10/22/2013,10,22,Tuesday,2,2013,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,505,542,518,399,441
2121,10/23/2013,10,23,Wednesday,3,2013,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,542,518,399,441,443
2122,10/24/2013,10,24,Thursday,4,2013,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,518,399,441,443,463
2123,10/25/2013,10,25,Friday,5,2013,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,399,441,443,463,494
2124,10/26/2013,10,26,Saturday,6,2013,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,441,443,463,494,558
2125,10/27/2013,10,27,Sunday,7,2013,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,443,463,494,558,546
2126,10/28/2013,10,28,Monday,1,2013,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,463,494,558,546,372
2127,10/29/2013,10,29,Tuesday,2,2013,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,494,558,546,372,412
2128,10/30/2013,10,30,Wednesday,3,2013,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,558,546,372,412,445
2129,10/31/2013,10,31,Thursday,4,2013,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,546,372,412,445,472
2130,11/1/2013,11,1,Friday,5,2013,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,372,412,445,472,531
2131,11/2/2013,11,2,Saturday,6,2013,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,412,445,472,531,584
2132,11/3/2013,11,3,Sunday,7,2013,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,445,472,531,584,639
2133,11/4/2013,11,4,Monday,1,2013,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,472,531,584,639,400
2134,11/5/2013,11,5,Tuesday,2,2013,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,531,584,639,400,501
2135,11/6/2013,11,6,Wednesday,3,2013,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,584,639,400,501,451
2136,11/7/2013,11,7,Thursday,4,2013,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,639,400,501,451,512
2137,11/8/2013,11,8,Friday,5,2013,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,400,501,451,512,529
2138,11/9/2013,11,9,Saturday,6,2013,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,501,451,512,529,588
2139,11/10/2013,11,10,Sunday,7,2013,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,451,512,529,588,599
2140,11/11/2013,11,11,Monday,1,2013,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,512,529,588,599,433
2141,11/12/2013,11,12,Tuesday,2,2013,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,529,588,599,433,477
2142,11/13/2013,11,13,Wednesday,3,2013,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,588,599,433,477,482
2143,11/14/2013,11,14,Thursday,4,2013,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,599,433,477,482,530
2144,11/15/2013,11,15,Friday,5,2013,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,433,477,482,530,570
2145,11/16/2013,11,16,Saturday,6,2013,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,477,482,530,570,577
2146,11/17/2013,11,17,Sunday,7,2013,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,482,530,570,577,641
2147,11/18/2013,11,18,Monday,1,2013,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,530,570,577,641,426
2148,11/19/2013,11,19,Tuesday,2,2013,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,570,577,641,426,467
2149,11/20/2013,11,20,Wednesday,3,2013,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,577,641,426,467,461
2150,11/21/2013,11,21,Thursday,4,2013,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,641,426,467,461,523
2151,11/22/2013,11,22,Friday,5,2013,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,426,467,461,523,539
2152,11/23/2013,11,23,Saturday,6,2013,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,467,461,523,539,577
2153,11/24/2013,11,24,Sunday,7,2013,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,461,523,539,577,639
2154,11/25/2013,11,25,Monday,1,2013,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,523,539,577,639,419
2155,11/26/2013,11,26,Tuesday,2,2013,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,539,577,639,419,492
2156,11/27/2013,11,27,Wednesday,3,2013,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,577,639,419,492,474
2157,11/28/2013,11,28,Thursday,4,2013,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,639,419,492,474,536
2158,11/29/2013,11,29,Friday,5,2013,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,419,492,474,536,493
2159,11/30/2013,11,30,Saturday,6,2013,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,492,474,536,493,597
2160,12/1/2013,12,1,Sunday,7,2013,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,474,536,493,597,411
2161,12/2/2013,12,2,Monday,1,2013,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,536,493,597,411,310
2162,12/3/2013,12,3,Tuesday,2,2013,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,493,597,411,310,326
2163,12/4/2013,12,4,Wednesday,3,2013,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,597,411,310,326,343
2164,12/5/2013,12,5,Thursday,4,2013,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,411,310,326,343,365
2165,12/6/2013,12,6,Friday,5,2013,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,310,326,343,365,382
2166,12/7/2013,12,7,Saturday,6,2013,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,326,343,365,382,409
2167,12/8/2013,12,8,Sunday,7,2013,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,343,365,382,409,449
2168,12/9/2013,12,9,Monday,1,2013,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,365,382,409,449,288
2169,12/10/2013,12,10,Tuesday,2,2013,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,382,409,449,288,367
2170,12/11/2013,12,11,Wednesday,3,2013,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,409,449,288,367,297
2171,12/12/2013,12,12,Thursday,4,2013,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,449,288,367,297,347
2172,12/13/2013,12,13,Friday,5,2013,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,288,367,297,347,424
2173,12/14/2013,12,14,Saturday,6,2013,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,367,297,347,424,420
2174,12/15/2013,12,15,Sunday,7,2013,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,297,347,424,420,421
2175,12/16/2013,12,16,Monday,1,2013,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,347,424,420,421,301
2176,12/17/2013,12,17,Tuesday,2,2013,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,424,420,421,301,331
2177,12/18/2013,12,18,Wednesday,3,2013,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,420,421,301,331,350
2178,12/19/2013,12,19,Thursday,4,2013,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,421,301,331,350,368
2179,12/20/2013,12,20,Friday,5,2013,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,301,331,350,368,360
2180,12/21/2013,12,21,Saturday,6,2013,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,331,350,368,360,434
2181,12/22/2013,12,22,Sunday,7,2013,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,350,368,360,434,438
2182,12/23/2013,12,23,Monday,1,2013,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,368,360,434,438,312
2183,12/24/2013,12,24,Tuesday,2,2013,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,360,434,438,312,313
2184,12/25/2013,12,25,Wednesday,3,2013,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,434,438,312,313,375
2185,12/26/2013,12,26,Thursday,4,2013,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,438,312,313,375,389
2186,12/27/2013,12,27,Friday,5,2013,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,312,313,375,389,401
2187,12/28/2013,12,28,Saturday,6,2013,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,313,375,389,401,413
2188,12/29/2013,12,29,Sunday,7,2013,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,375,389,401,413,427
2189,12/30/2013,12,30,Monday,1,2013,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,389,401,413,427,310
2190,12/31/2013,12,31,Tuesday,2,2013,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,401,413,427,310,355
2191,1/1/2014,1,1,Wednesday,3,2014,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,413,427,310,355,373
2192,1/2/2014,1,2,Thursday,4,2014,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,427,310,355,373,429
2193,1/3/2014,1,3,Friday,5,2014,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,310,355,373,429,424
2194,1/4/2014,1,4,Saturday,6,2014,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,355,373,429,424,424
2195,1/5/2014,1,5,Sunday,7,2014,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,373,429,424,424,451
2196,1/6/2014,1,6,Monday,1,2014,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,429,424,424,451,314
2197,1/7/2014,1,7,Tuesday,2,2014,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,424,424,451,314,409
2198,1/8/2014,1,8,Wednesday,3,2014,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,424,451,314,409,356
2199,1/9/2014,1,9,Thursday,4,2014,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,451,314,409,356,387
2200,1/10/2014,1,10,Friday,5,2014,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,314,409,356,387,377
2201,1/11/2014,1,11,Saturday,6,2014,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,409,356,387,377,378
2202,1/12/2014,1,12,Sunday,7,2014,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,356,387,377,378,436
2203,1/13/2014,1,13,Monday,1,2014,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,387,377,378,436,293
2204,1/14/2014,1,14,Tuesday,2,2014,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,377,378,436,293,330
2205,1/15/2014,1,15,Wednesday,3,2014,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,378,436,293,330,356
2206,1/16/2014,1,16,Thursday,4,2014,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,436,293,330,356,354
2207,1/17/2014,1,17,Friday,5,2014,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,293,330,356,354,389
2208,1/18/2014,1,18,Saturday,6,2014,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,330,356,354,389,441
2209,1/19/2014,1,19,Sunday,7,2014,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,356,354,389,441,488
2210,1/20/2014,1,20,Monday,1,2014,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,354,389,441,488,289
2211,1/21/2014,1,21,Tuesday,2,2014,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,389,441,488,289,349
2212,1/22/2014,1,22,Wednesday,3,2014,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,441,488,289,349,358
2213,1/23/2014,1,23,Thursday,4,2014,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,488,289,349,358,385
2214,1/24/2014,1,24,Friday,5,2014,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,289,349,358,385,414
2215,1/25/2014,1,25,Saturday,6,2014,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,349,358,385,414,396
2216,1/26/2014,1,26,Sunday,7,2014,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,358,385,414,396,475
2217,1/27/2014,1,27,Monday,1,2014,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,385,414,396,475,277
2218,1/28/2014,1,28,Tuesday,2,2014,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,414,396,475,277,381
2219,1/29/2014,1,29,Wednesday,3,2014,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,396,475,277,381,385
2220,1/30/2014,1,30,Thursday,4,2014,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,475,277,381,385,404
2221,1/31/2014,1,31,Friday,5,2014,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,277,381,385,404,388
2222,2/1/2014,2,1,Saturday,6,2014,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,381,385,404,388,486
2223,2/2/2014,2,2,Sunday,7,2014,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,385,404,388,486,545
2224,2/3/2014,2,3,Monday,1,2014,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,404,388,486,545,351
2225,2/4/2014,2,4,Tuesday,2,2014,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,388,486,545,351,410
2226,2/5/2014,2,5,Wednesday,3,2014,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,486,545,351,410,404
2227,2/6/2014,2,6,Thursday,4,2014,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,545,351,410,404,436
2228,2/7/2014,2,7,Friday,5,2014,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,351,410,404,436,424
2229,2/8/2014,2,8,Saturday,6,2014,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,410,404,436,424,515
2230,2/9/2014,2,9,Sunday,7,2014,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,404,436,424,515,480
2231,2/10/2014,2,10,Monday,1,2014,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,436,424,515,480,381
2232,2/11/2014,2,11,Tuesday,2,2014,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,424,515,480,381,371
2233,2/12/2014,2,12,Wednesday,3,2014,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,515,480,381,371,406
2234,2/13/2014,2,13,Thursday,4,2014,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,480,381,371,406,431
2235,2/14/2014,2,14,Friday,5,2014,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,381,371,406,431,464
2236,2/15/2014,2,15,Saturday,6,2014,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,371,406,431,464,486
2237,2/16/2014,2,16,Sunday,7,2014,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,406,431,464,486,519
2238,2/17/2014,2,17,Monday,1,2014,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,431,464,486,519,359
2239,2/18/2014,2,18,Tuesday,2,2014,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,464,486,519,359,413
2240,2/19/2014,2,19,Wednesday,3,2014,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,486,519,359,413,368
2241,2/20/2014,2,20,Thursday,4,2014,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,519,359,413,368,445
2242,2/21/2014,2,21,Friday,5,2014,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,359,413,368,445,434
2243,2/22/2014,2,22,Saturday,6,2014,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,413,368,445,434,459
2244,2/23/2014,2,23,Sunday,7,2014,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,368,445,434,459,488
2245,2/24/2014,2,24,Monday,1,2014,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,445,434,459,488,306
2246,2/25/2014,2,25,Tuesday,2,2014,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,434,459,488,306,386
2247,2/26/2014,2,26,Wednesday,3,2014,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,459,488,306,386,415
2248,2/27/2014,2,27,Thursday,4,2014,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,488,306,386,415,439
